category,id,component,canonical_source,reference_art,design,required_variants,art_status,runtime_status,production_outstanding,scope
stage_layer,rail,Gallery barrier and railing,data/stages/*.json;game/Presentation/ArenaView.cs,stages/environment-atlas.png,Original after-hours industrial exhibition; clear ground and low-contrast background,horizontal repeat;posts;corner caps,assigned_design_reference,not_integrated,Separate layers/masks from reference; author seam-safe horizontal overscan; align camera/parallax and exact ground; validate at both corners,current_contract
stage_layer,haze,Interior haze,data/stages/*.json;game/Presentation/ArenaView.cs,stages/environment-atlas.png,Original after-hours industrial exhibition; clear ground and low-contrast background,thin alpha mask;reduced effects/static,assigned_design_reference,not_integrated,Separate layers/masks from reference; author seam-safe horizontal overscan; align camera/parallax and exact ground; validate at both corners,current_contract
stage_layer,floor,Flat fighting floor,data/stages/*.json;game/Presentation/ArenaView.cs,stages/foundry.png,Original after-hours industrial exhibition; clear ground and low-contrast background,world-anchored perspective joints;contact line at302;no ledges,assigned_design_reference,not_integrated,Separate layers/masks from reference; author seam-safe horizontal overscan; align camera/parallax and exact ground; validate at both corners,current_contract
stage_layer,floor_decal,Exhibition floor decal,data/stages/*.json;game/Presentation/ArenaView.cs,stages/environment-atlas.png,Original after-hours industrial exhibition; clear ground and low-contrast background,world-center original wordmark;faded paint,assigned_design_reference,not_integrated,Separate layers/masks from reference; author seam-safe horizontal overscan; align camera/parallax and exact ground; validate at both corners,current_contract
stage_layer,corners,Solid corner pylons,data/stages/*.json;game/Presentation/ArenaView.cs,stages/environment-atlas.png,Original after-hours industrial exhibition; clear ground and low-contrast background,left01;right02;hazard stripe decoration;geometry unchanged,assigned_design_reference,not_integrated,Separate layers/masks from reference; author seam-safe horizontal overscan; align camera/parallax and exact ground; validate at both corners,current_contract
stage_layer,embers,Ambient embers / dust,data/stages/*.json;game/Presentation/ArenaView.cs,stages/environment-atlas.png,Original after-hours industrial exhibition; clear ground and low-contrast background,1px/2px/3px clusters;slow loop;off/static option,assigned_design_reference,not_integrated,Separate layers/masks from reference; author seam-safe horizontal overscan; align camera/parallax and exact ground; validate at both corners,current_contract
stage_layer,light_shafts,Shallow warm light shafts,data/stages/*.json;game/Presentation/ArenaView.cs,stages/environment-atlas.png,Original after-hours industrial exhibition; clear ground and low-contrast background,dithered optional overlay;no contact-zone flash,assigned_design_reference,not_integrated,Separate layers/masks from reference; author seam-safe horizontal overscan; align camera/parallax and exact ground; validate at both corners,current_contract
stage_layer,foreground,Low foreground trim,data/stages/*.json;game/Presentation/ArenaView.cs,stages/environment-atlas.png,Original after-hours industrial exhibition; clear ground and low-contrast background,footer industrial label;trim below combat plane;no fighter occlusion,assigned_design_reference,not_integrated,Separate layers/masks from reference; author seam-safe horizontal overscan; align camera/parallax and exact ground; validate at both corners,current_contract
stage_layer,shadow,Fighter ground shadow,data/stages/*.json;game/Presentation/ArenaView.cs,effects/combat-atlas.png,Original after-hours industrial exhibition; clear ground and low-contrast background,near;medium;high-jump;soft layered pixel ellipses,assigned_design_reference,not_integrated,Separate layers/masks from reference; author seam-safe horizontal overscan; align camera/parallax and exact ground; validate at both corners,current_contract
stage_layer,grid_lines,Measurement-grid minor and major lines,data/stages/*.json;game/Presentation/ArenaView.cs,stages/grid.png,Original after-hours industrial exhibition; clear ground and low-contrast background,world coordinates;20-unit minor;100-unit major;floor and axis labels,assigned_design_reference,not_integrated,Separate layers/masks from reference; author seam-safe horizontal overscan; align camera/parallax and exact ground; validate at both corners,current_contract
stage_layer,grid_label,Measurement floor caption,data/stages/*.json;game/Presentation/ArenaView.cs,stages/grid.png;ui/typography.png,Original after-hours industrial exhibition; clear ground and low-contrast background,MEASUREMENT FLOOR;IDENTICAL ARENA GEOMETRY;world-unit numerals,assigned_design_reference,not_integrated,Separate layers/masks from reference; author seam-safe horizontal overscan; align camera/parallax and exact ground; validate at both corners,current_contract
stage_layer,debug_boxes,Hit / hurt / push boxes,data/stages/*.json;game/Presentation/ArenaView.cs,ui/interface-atlas.png,Original after-hours industrial exhibition; clear ground and low-contrast background,hit solid;hurt dotted;push dashed;legend;show/hide,assigned_design_reference,not_integrated,Separate layers/masks from reference; author seam-safe horizontal overscan; align camera/parallax and exact ground; validate at both corners,current_contract
effect,hit_light,Hit Light,src/StrikeLedger.Core/SimulationState.cs;game/Main.Rendering.cs;game/Presentation/ArenaView.cs,effects/combat-atlas.png,Small four-spoke contact burst,hit;strength1,assigned_design_reference,not_integrated,Extract transparent frames; draw missing temporal phases; set pivot/clip bounds; supply reduced-flash version; bind real event subtype,current_contract
effect,hit_medium,Hit Medium,src/StrikeLedger.Core/SimulationState.cs;game/Main.Rendering.cs;game/Presentation/ArenaView.cs,effects/combat-atlas.png,Offset six-spoke contact burst,hit;strength2,assigned_design_reference,not_integrated,Extract transparent frames; draw missing temporal phases; set pivot/clip bounds; supply reduced-flash version; bind real event subtype,current_contract
effect,hit_heavy,Hit Heavy,src/StrikeLedger.Core/SimulationState.cs;game/Main.Rendering.cs;game/Presentation/ArenaView.cs,effects/combat-atlas.png,Broad angular contact star,heavyhit;strength3,assigned_design_reference,not_integrated,Extract transparent frames; draw missing temporal phases; set pivot/clip bounds; supply reduced-flash version; bind real event subtype,current_contract
effect,counterhit,Counterhit,src/StrikeLedger.Core/SimulationState.cs;game/Main.Rendering.cs;game/Presentation/ArenaView.cs,effects/combat-atlas.png,Double star and brief COUNTER tag,counterhit;all strengths,assigned_design_reference,not_integrated,Extract transparent frames; draw missing temporal phases; set pivot/clip bounds; supply reduced-flash version; bind real event subtype,current_contract
effect,block_high,Block High,src/StrikeLedger.Core/SimulationState.cs;game/Main.Rendering.cs;game/Presentation/ArenaView.cs,effects/combat-atlas.png,Hard shield arc with square fragments,block;high;all strengths,assigned_design_reference,not_integrated,Extract transparent frames; draw missing temporal phases; set pivot/clip bounds; supply reduced-flash version; bind real event subtype,current_contract
effect,block_low,Block Low,src/StrikeLedger.Core/SimulationState.cs;game/Main.Rendering.cs;game/Presentation/ArenaView.cs,effects/combat-atlas.png,Low shield arc and square fragments,block;low;all strengths,assigned_design_reference,not_integrated,Extract transparent frames; draw missing temporal phases; set pivot/clip bounds; supply reduced-flash version; bind real event subtype,current_contract
effect,parry_high,Parry High,src/StrikeLedger.Core/SimulationState.cs;game/Main.Rendering.cs;game/Presentation/ArenaView.cs,effects/combat-atlas.png,Thin diamond ring and straight streaks,Parry High;success,assigned_design_reference,not_integrated,Extract transparent frames; draw missing temporal phases; set pivot/clip bounds; supply reduced-flash version; bind real event subtype,current_contract
effect,parry_low,Parry Low,src/StrikeLedger.Core/SimulationState.cs;game/Main.Rendering.cs;game/Presentation/ArenaView.cs,effects/combat-atlas.png,Low diamond ring with upward tip,Parry Low;success,assigned_design_reference,not_integrated,Extract transparent frames; draw missing temporal phases; set pivot/clip bounds; supply reduced-flash version; bind real event subtype,current_contract
effect,parry_air,Parry Air,src/StrikeLedger.Core/SimulationState.cs;game/Main.Rendering.cs;game/Presentation/ArenaView.cs,effects/combat-atlas.png,Suspended hollow diamond ring,Parry Air;success,assigned_design_reference,not_integrated,Extract transparent frames; draw missing temporal phases; set pivot/clip bounds; supply reduced-flash version; bind real event subtype,current_contract
effect,parry_red_high,Parry Red High,src/StrikeLedger.Core/SimulationState.cs;game/Main.Rendering.cs;game/Presentation/ArenaView.cs,effects/combat-atlas.png,Double diamond ring plus red accent,RedHigh;success;shape remains distinct in grayscale,assigned_design_reference,not_integrated,Extract transparent frames; draw missing temporal phases; set pivot/clip bounds; supply reduced-flash version; bind real event subtype,current_contract
effect,parry_red_low,Parry Red Low,src/StrikeLedger.Core/SimulationState.cs;game/Main.Rendering.cs;game/Presentation/ArenaView.cs,effects/combat-atlas.png,Low double diamond ring plus red accent,RedLow;success;shape remains distinct in grayscale,assigned_design_reference,not_integrated,Extract transparent frames; draw missing temporal phases; set pivot/clip bounds; supply reduced-flash version; bind real event subtype,current_contract
effect,throw_tech,Throw Tech,src/StrikeLedger.Core/SimulationState.cs;game/Main.Rendering.cs;game/Presentation/ArenaView.cs,effects/combat-atlas.png,Opposed break brackets and short spark,ThrowTech,assigned_design_reference,not_integrated,Extract transparent frames; draw missing temporal phases; set pivot/clip bounds; supply reduced-flash version; bind real event subtype,current_contract
effect,throw_slam,Throw Slam,src/StrikeLedger.Core/SimulationState.cs;game/Main.Rendering.cs;game/Presentation/ArenaView.cs,effects/combat-atlas.png,Downward impact wedge and floor dust,Throw detail damage,assigned_design_reference,not_integrated,Extract transparent frames; draw missing temporal phases; set pivot/clip bounds; supply reduced-flash version; bind real event subtype,current_contract
effect,projectile_clash,Projectile Clash,src/StrikeLedger.Core/SimulationState.cs;game/Main.Rendering.cs;game/Presentation/ArenaView.cs,effects/combat-atlas.png,Two crossing arcs and collapsing shards,ProjectileClash,assigned_design_reference,not_integrated,Extract transparent frames; draw missing temporal phases; set pivot/clip bounds; supply reduced-flash version; bind real event subtype,current_contract
effect,projectile_dissipate,Projectile Dissipate,src/StrikeLedger.Core/SimulationState.cs;game/Main.Rendering.cs;game/Presentation/ArenaView.cs,effects/combat-atlas.png,Shrinking pulse segments,hit;blocked;parried;expired;round reset,assigned_design_reference,not_integrated,Extract transparent frames; draw missing temporal phases; set pivot/clip bounds; supply reduced-flash version; bind real event subtype,current_contract
effect,dash_dust,Dash Dust,src/StrikeLedger.Core/SimulationState.cs;game/Main.Rendering.cs;game/Presentation/ArenaView.cs,effects/combat-atlas.png,Low swept dust puffs,Dash forward/back,assigned_design_reference,not_integrated,Extract transparent frames; draw missing temporal phases; set pivot/clip bounds; supply reduced-flash version; bind real event subtype,current_contract
effect,jump_dust,Jump Dust,src/StrikeLedger.Core/SimulationState.cs;game/Main.Rendering.cs;game/Presentation/ArenaView.cs,effects/combat-atlas.png,Compact takeoff dust,Jump normal/super,assigned_design_reference,not_integrated,Extract transparent frames; draw missing temporal phases; set pivot/clip bounds; supply reduced-flash version; bind real event subtype,current_contract
effect,landing_dust,Landing Dust,src/StrikeLedger.Core/SimulationState.cs;game/Main.Rendering.cs;game/Presentation/ArenaView.cs,effects/combat-atlas.png,Flattened landing ring,Land normal;air attack;knockdown,assigned_design_reference,not_integrated,Extract transparent frames; draw missing temporal phases; set pivot/clip bounds; supply reduced-flash version; bind real event subtype,current_contract
effect,wakeup_dust,Wakeup Dust,src/StrikeLedger.Core/SimulationState.cs;game/Main.Rendering.cs;game/Presentation/ArenaView.cs,effects/combat-atlas.png,Sparse settle pixels,Land wakeup;optional restrained cue,assigned_design_reference,not_integrated,Extract transparent frames; draw missing temporal phases; set pivot/clip bounds; supply reduced-flash version; bind real event subtype,current_contract
effect,knockdown,Knockdown,src/StrikeLedger.Core/SimulationState.cs;game/Main.Rendering.cs;game/Presentation/ArenaView.cs,effects/combat-atlas.png,Floor dust fan with isolated contact notch,soft;hard;KO;air fall,assigned_design_reference,not_integrated,Extract transparent frames; draw missing temporal phases; set pivot/clip bounds; supply reduced-flash version; bind real event subtype,current_contract
effect,dizzy,Dizzy,src/StrikeLedger.Core/SimulationState.cs;game/Main.Rendering.cs;game/Presentation/ArenaView.cs,effects/combat-atlas.png,Three orbiting stagger diamonds,Dizzy start;loop;clear,assigned_design_reference,not_integrated,Extract transparent frames; draw missing temporal phases; set pivot/clip bounds; supply reduced-flash version; bind real event subtype,current_contract
effect,ex_start,Ex Start,src/StrikeLedger.Core/SimulationState.cs;game/Main.Rendering.cs;game/Presentation/ArenaView.cs,effects/combat-atlas.png,Twin corner brackets around action silhouette,all8 EX families;all palettes;no earned gauge,assigned_design_reference,not_integrated,Extract transparent frames; draw missing temporal phases; set pivot/clip bounds; supply reduced-flash version; bind real event subtype,current_contract
effect,super_start,Super Start,src/StrikeLedger.Core/SimulationState.cs;game/Main.Rendering.cs;game/Presentation/ArenaView.cs,effects/combat-atlas.png,Radial ledger-rule spokes and held silhouette,six arts;superfreeze hold;no obscuring opaque screen fill,assigned_design_reference,not_integrated,Extract transparent frames; draw missing temporal phases; set pivot/clip bounds; supply reduced-flash version; bind real event subtype,current_contract
effect,motion_trail,Motion Trail,src/StrikeLedger.Core/SimulationState.cs;game/Main.Rendering.cs;game/Presentation/ArenaView.cs,effects/combat-atlas.png,Sparse limb afterimage contour,kicks;palm;elbow;knee;super;no collision authority,assigned_design_reference,not_integrated,Extract transparent frames; draw missing temporal phases; set pivot/clip bounds; supply reduced-flash version; bind real event subtype,current_contract
effect,round_terminal,Round Terminal,src/StrikeLedger.Core/SimulationState.cs;game/Main.Rendering.cs;game/Presentation/ArenaView.cs,effects/combat-atlas.png,Small diagonal result wipe,KO;timeout;draw;confirmed result,assigned_design_reference,not_integrated,Extract transparent frames; draw missing temporal phases; set pivot/clip bounds; supply reduced-flash version; bind real event subtype,current_contract
effect,wallet_accept,Wallet Accept,src/StrikeLedger.Core/SimulationState.cs;game/Main.Rendering.cs;game/Presentation/ArenaView.cs,effects/combat-atlas.png,Small debit receipt edge stamp,Spend;preparation;confirmed settlement,assigned_design_reference,not_integrated,Extract transparent frames; draw missing temporal phases; set pivot/clip bounds; supply reduced-flash version; bind real event subtype,current_contract
effect,wallet_deny,Wallet Deny,src/StrikeLedger.Core/SimulationState.cs;game/Main.Rendering.cs;game/Presentation/ArenaView.cs,effects/combat-atlas.png,Outline locked/rejected seal,Rejected credits;Rejected reserve,assigned_design_reference,not_integrated,Extract transparent frames; draw missing temporal phases; set pivot/clip bounds; supply reduced-flash version; bind real event subtype,current_contract
fighter_universal,rook.idle,Rook idle,game/Main.Rendering.cs;src/StrikeLedger.Core/SimulationState.cs;docs/08_CONTENT_AND_PRESENTATION.md,fighters/rook/universal.png;fighters/rook/identity.png,Breath/weight shift;guarded silhouette,P1/P2 palette;left/right facing;entry/hold/exit;hitstop;replay seek,assigned_design_reference,not_integrated,"Reference may share related pose; production requires dedicated temporal frames, all contact/entry/exit phases, pivots, mirror palette and facing verification",current_contract
fighter_universal,rook.walk_forward,Rook walk forward,game/Main.Rendering.cs;src/StrikeLedger.Core/SimulationState.cs;docs/08_CONTENT_AND_PRESENTATION.md,fighters/rook/universal.png;fighters/rook/identity.png,Guarded forward gait;root from sim,P1/P2 palette;left/right facing;entry/hold/exit;hitstop;replay seek,assigned_design_reference,not_integrated,"Reference may share related pose; production requires dedicated temporal frames, all contact/entry/exit phases, pivots, mirror palette and facing verification",current_contract
fighter_universal,rook.walk_back,Rook walk back,game/Main.Rendering.cs;src/StrikeLedger.Core/SimulationState.cs;docs/08_CONTENT_AND_PRESENTATION.md,fighters/rook/universal.png;fighters/rook/supplemental.png;fighters/rook/identity.png,Defensive backward gait;not reverse playback,P1/P2 palette;left/right facing;entry/hold/exit;hitstop;replay seek,assigned_design_reference,not_integrated,"Reference may share related pose; production requires dedicated temporal frames, all contact/entry/exit phases, pivots, mirror palette and facing verification",current_contract
fighter_universal,rook.turn,Rook turn,game/Main.Rendering.cs;src/StrikeLedger.Core/SimulationState.cs;docs/08_CONTENT_AND_PRESENTATION.md,fighters/rook/supplemental.png;fighters/rook/identity.png,Pivot stance for facing change,P1/P2 palette;left/right facing;entry/hold/exit;hitstop;replay seek,assigned_design_reference,not_integrated,"Reference may share related pose; production requires dedicated temporal frames, all contact/entry/exit phases, pivots, mirror palette and facing verification",current_contract
fighter_universal,rook.crouch_down,Rook crouch down,game/Main.Rendering.cs;src/StrikeLedger.Core/SimulationState.cs;docs/08_CONTENT_AND_PRESENTATION.md,fighters/rook/supplemental.png;fighters/rook/identity.png,Lower center while retaining guard,P1/P2 palette;left/right facing;entry/hold/exit;hitstop;replay seek,assigned_design_reference,not_integrated,"Reference may share related pose; production requires dedicated temporal frames, all contact/entry/exit phases, pivots, mirror palette and facing verification",current_contract
fighter_universal,rook.crouch,Rook crouch,game/Main.Rendering.cs;src/StrikeLedger.Core/SimulationState.cs;docs/08_CONTENT_AND_PRESENTATION.md,fighters/rook/universal.png;fighters/rook/identity.png,Compressed resting guard,P1/P2 palette;left/right facing;entry/hold/exit;hitstop;replay seek,assigned_design_reference,not_integrated,"Reference may share related pose; production requires dedicated temporal frames, all contact/entry/exit phases, pivots, mirror palette and facing verification",current_contract
fighter_universal,rook.crouch_up,Rook crouch up,game/Main.Rendering.cs;src/StrikeLedger.Core/SimulationState.cs;docs/08_CONTENT_AND_PRESENTATION.md,fighters/rook/supplemental.png;fighters/rook/identity.png,Rise from low stance,P1/P2 palette;left/right facing;entry/hold/exit;hitstop;replay seek,assigned_design_reference,not_integrated,"Reference may share related pose; production requires dedicated temporal frames, all contact/entry/exit phases, pivots, mirror palette and facing verification",current_contract
fighter_universal,rook.dash_forward,Rook dash forward,game/Main.Rendering.cs;src/StrikeLedger.Core/SimulationState.cs;docs/08_CONTENT_AND_PRESENTATION.md,fighters/rook/universal.png;fighters/rook/identity.png,Low committed forward burst,P1/P2 palette;left/right facing;entry/hold/exit;hitstop;replay seek,assigned_design_reference,not_integrated,"Reference may share related pose; production requires dedicated temporal frames, all contact/entry/exit phases, pivots, mirror palette and facing verification",current_contract
fighter_universal,rook.dash_back,Rook dash back,game/Main.Rendering.cs;src/StrikeLedger.Core/SimulationState.cs;docs/08_CONTENT_AND_PRESENTATION.md,fighters/rook/universal.png;fighters/rook/identity.png,Backward retreat with face forward,P1/P2 palette;left/right facing;entry/hold/exit;hitstop;replay seek,assigned_design_reference,not_integrated,"Reference may share related pose; production requires dedicated temporal frames, all contact/entry/exit phases, pivots, mirror palette and facing verification",current_contract
fighter_universal,rook.jump_takeoff,Rook jump takeoff,game/Main.Rendering.cs;src/StrikeLedger.Core/SimulationState.cs;docs/08_CONTENT_AND_PRESENTATION.md,fighters/rook/supplemental.png;fighters/rook/identity.png,Coil then release,P1/P2 palette;left/right facing;entry/hold/exit;hitstop;replay seek,assigned_design_reference,not_integrated,"Reference may share related pose; production requires dedicated temporal frames, all contact/entry/exit phases, pivots, mirror palette and facing verification",current_contract
fighter_universal,rook.jump_rise,Rook jump rise,game/Main.Rendering.cs;src/StrikeLedger.Core/SimulationState.cs;docs/08_CONTENT_AND_PRESENTATION.md,fighters/rook/universal.png;fighters/rook/identity.png,Tucked knees as body rises,P1/P2 palette;left/right facing;entry/hold/exit;hitstop;replay seek,assigned_design_reference,not_integrated,"Reference may share related pose; production requires dedicated temporal frames, all contact/entry/exit phases, pivots, mirror palette and facing verification",current_contract
fighter_universal,rook.jump_apex,Rook jump apex,game/Main.Rendering.cs;src/StrikeLedger.Core/SimulationState.cs;docs/08_CONTENT_AND_PRESENTATION.md,fighters/rook/universal.png;fighters/rook/identity.png,Open midair balance,P1/P2 palette;left/right facing;entry/hold/exit;hitstop;replay seek,assigned_design_reference,not_integrated,"Reference may share related pose; production requires dedicated temporal frames, all contact/entry/exit phases, pivots, mirror palette and facing verification",current_contract
fighter_universal,rook.jump_fall,Rook jump fall,game/Main.Rendering.cs;src/StrikeLedger.Core/SimulationState.cs;docs/08_CONTENT_AND_PRESENTATION.md,fighters/rook/supplemental.png;fighters/rook/identity.png,Feet anticipate landing,P1/P2 palette;left/right facing;entry/hold/exit;hitstop;replay seek,assigned_design_reference,not_integrated,"Reference may share related pose; production requires dedicated temporal frames, all contact/entry/exit phases, pivots, mirror palette and facing verification",current_contract
fighter_universal,rook.super_jump,Rook super jump,game/Main.Rendering.cs;src/StrikeLedger.Core/SimulationState.cs;docs/08_CONTENT_AND_PRESENTATION.md,fighters/rook/supplemental.png;fighters/rook/identity.png,Stronger release and distinct tucked ascent,P1/P2 palette;left/right facing;entry/hold/exit;hitstop;replay seek,assigned_design_reference,not_integrated,"Reference may share related pose; production requires dedicated temporal frames, all contact/entry/exit phases, pivots, mirror palette and facing verification",current_contract
fighter_universal,rook.land,Rook land,game/Main.Rendering.cs;src/StrikeLedger.Core/SimulationState.cs;docs/08_CONTENT_AND_PRESENTATION.md,fighters/rook/universal.png;fighters/rook/identity.png,Foot compression and balance recovery,P1/P2 palette;left/right facing;entry/hold/exit;hitstop;replay seek,assigned_design_reference,not_integrated,"Reference may share related pose; production requires dedicated temporal frames, all contact/entry/exit phases, pivots, mirror palette and facing verification",current_contract
fighter_universal,rook.block_high,Rook block high,game/Main.Rendering.cs;src/StrikeLedger.Core/SimulationState.cs;docs/08_CONTENT_AND_PRESENTATION.md,fighters/rook/universal.png;fighters/rook/identity.png,Upright forearm shield,P1/P2 palette;left/right facing;entry/hold/exit;hitstop;replay seek,assigned_design_reference,not_integrated,"Reference may share related pose; production requires dedicated temporal frames, all contact/entry/exit phases, pivots, mirror palette and facing verification",current_contract
fighter_universal,rook.block_low,Rook block low,game/Main.Rendering.cs;src/StrikeLedger.Core/SimulationState.cs;docs/08_CONTENT_AND_PRESENTATION.md,fighters/rook/universal.png;fighters/rook/identity.png,Crouched low coverage,P1/P2 palette;left/right facing;entry/hold/exit;hitstop;replay seek,assigned_design_reference,not_integrated,"Reference may share related pose; production requires dedicated temporal frames, all contact/entry/exit phases, pivots, mirror palette and facing verification",current_contract
fighter_universal,rook.parry_high,Rook parry high,game/Main.Rendering.cs;src/StrikeLedger.Core/SimulationState.cs;docs/08_CONTENT_AND_PRESENTATION.md,fighters/rook/universal.png;fighters/rook/identity.png,Open forward hand/forearm interception,P1/P2 palette;left/right facing;entry/hold/exit;hitstop;replay seek,assigned_design_reference,not_integrated,"Reference may share related pose; production requires dedicated temporal frames, all contact/entry/exit phases, pivots, mirror palette and facing verification",current_contract
fighter_universal,rook.parry_low,Rook parry low,game/Main.Rendering.cs;src/StrikeLedger.Core/SimulationState.cs;docs/08_CONTENT_AND_PRESENTATION.md,fighters/rook/universal.png;fighters/rook/identity.png,Low open-hand interception,P1/P2 palette;left/right facing;entry/hold/exit;hitstop;replay seek,assigned_design_reference,not_integrated,"Reference may share related pose; production requires dedicated temporal frames, all contact/entry/exit phases, pivots, mirror palette and facing verification",current_contract
fighter_universal,rook.parry_air,Rook parry air,game/Main.Rendering.cs;src/StrikeLedger.Core/SimulationState.cs;docs/08_CONTENT_AND_PRESENTATION.md,fighters/rook/supplemental.png;fighters/rook/identity.png,Airborne open interception,P1/P2 palette;left/right facing;entry/hold/exit;hitstop;replay seek,assigned_design_reference,not_integrated,"Reference may share related pose; production requires dedicated temporal frames, all contact/entry/exit phases, pivots, mirror palette and facing verification",current_contract
fighter_universal,rook.parry_red_high,Rook parry red high,game/Main.Rendering.cs;src/StrikeLedger.Core/SimulationState.cs;docs/08_CONTENT_AND_PRESENTATION.md,fighters/rook/supplemental.png;fighters/rook/identity.png,Sharp upright interception after guard,P1/P2 palette;left/right facing;entry/hold/exit;hitstop;replay seek,assigned_design_reference,not_integrated,"Reference may share related pose; production requires dedicated temporal frames, all contact/entry/exit phases, pivots, mirror palette and facing verification",current_contract
fighter_universal,rook.parry_red_low,Rook parry red low,game/Main.Rendering.cs;src/StrikeLedger.Core/SimulationState.cs;docs/08_CONTENT_AND_PRESENTATION.md,fighters/rook/supplemental.png;fighters/rook/identity.png,Sharp low interception after guard,P1/P2 palette;left/right facing;entry/hold/exit;hitstop;replay seek,assigned_design_reference,not_integrated,"Reference may share related pose; production requires dedicated temporal frames, all contact/entry/exit phases, pivots, mirror palette and facing verification",current_contract
fighter_universal,rook.hit_high,Rook hit high,game/Main.Rendering.cs;src/StrikeLedger.Core/SimulationState.cs;docs/08_CONTENT_AND_PRESENTATION.md,fighters/rook/universal.png;fighters/rook/supplemental.png;fighters/rook/identity.png,Head/upper torso recoil,P1/P2 palette;left/right facing;entry/hold/exit;hitstop;replay seek,assigned_design_reference,not_integrated,"Reference may share related pose; production requires dedicated temporal frames, all contact/entry/exit phases, pivots, mirror palette and facing verification",current_contract
fighter_universal,rook.hit_low,Rook hit low,game/Main.Rendering.cs;src/StrikeLedger.Core/SimulationState.cs;docs/08_CONTENT_AND_PRESENTATION.md,fighters/rook/supplemental.png;fighters/rook/identity.png,Hip/knee recoil,P1/P2 palette;left/right facing;entry/hold/exit;hitstop;replay seek,assigned_design_reference,not_integrated,"Reference may share related pose; production requires dedicated temporal frames, all contact/entry/exit phases, pivots, mirror palette and facing verification",current_contract
fighter_universal,rook.hit_air,Rook hit air,game/Main.Rendering.cs;src/StrikeLedger.Core/SimulationState.cs;docs/08_CONTENT_AND_PRESENTATION.md,fighters/rook/supplemental.png;fighters/rook/identity.png,Airborne recoiling silhouette,P1/P2 palette;left/right facing;entry/hold/exit;hitstop;replay seek,assigned_design_reference,not_integrated,"Reference may share related pose; production requires dedicated temporal frames, all contact/entry/exit phases, pivots, mirror palette and facing verification",current_contract
fighter_universal,rook.throw_victim,Rook throw victim,game/Main.Rendering.cs;src/StrikeLedger.Core/SimulationState.cs;docs/08_CONTENT_AND_PRESENTATION.md,fighters/rook/supplemental.png;fighters/rook/identity.png,Paired captured/compressed/rotated/released poses,P1/P2 palette;left/right facing;entry/hold/exit;hitstop;replay seek,assigned_design_reference,not_integrated,"Reference may share related pose; production requires dedicated temporal frames, all contact/entry/exit phases, pivots, mirror palette and facing verification",current_contract
fighter_universal,rook.throw_tech,Rook throw tech,game/Main.Rendering.cs;src/StrikeLedger.Core/SimulationState.cs;docs/08_CONTENT_AND_PRESENTATION.md,fighters/rook/supplemental.png;fighters/rook/identity.png,Hands disengage with retreat,P1/P2 palette;left/right facing;entry/hold/exit;hitstop;replay seek,assigned_design_reference,not_integrated,"Reference may share related pose; production requires dedicated temporal frames, all contact/entry/exit phases, pivots, mirror palette and facing verification",current_contract
fighter_universal,rook.knockdown_fall,Rook knockdown fall,game/Main.Rendering.cs;src/StrikeLedger.Core/SimulationState.cs;docs/08_CONTENT_AND_PRESENTATION.md,fighters/rook/supplemental.png;fighters/rook/identity.png,Tumble to horizontal impact,P1/P2 palette;left/right facing;entry/hold/exit;hitstop;replay seek,assigned_design_reference,not_integrated,"Reference may share related pose; production requires dedicated temporal frames, all contact/entry/exit phases, pivots, mirror palette and facing verification",current_contract
fighter_universal,rook.knockdown_ground,Rook knockdown ground,game/Main.Rendering.cs;src/StrikeLedger.Core/SimulationState.cs;docs/08_CONTENT_AND_PRESENTATION.md,fighters/rook/universal.png;fighters/rook/identity.png,Grounded rest on back/side,P1/P2 palette;left/right facing;entry/hold/exit;hitstop;replay seek,assigned_design_reference,not_integrated,"Reference may share related pose; production requires dedicated temporal frames, all contact/entry/exit phases, pivots, mirror palette and facing verification",current_contract
fighter_universal,rook.wakeup,Rook wakeup,game/Main.Rendering.cs;src/StrikeLedger.Core/SimulationState.cs;docs/08_CONTENT_AND_PRESENTATION.md,fighters/rook/universal.png;fighters/rook/identity.png,Roll/kneel/rise;no authored root drift,P1/P2 palette;left/right facing;entry/hold/exit;hitstop;replay seek,assigned_design_reference,not_integrated,"Reference may share related pose; production requires dedicated temporal frames, all contact/entry/exit phases, pivots, mirror palette and facing verification",current_contract
fighter_universal,rook.dizzy,Rook dizzy,game/Main.Rendering.cs;src/StrikeLedger.Core/SimulationState.cs;docs/08_CONTENT_AND_PRESENTATION.md,fighters/rook/supplemental.png;fighters/rook/identity.png,Slack guard;orbit glyphs separate,P1/P2 palette;left/right facing;entry/hold/exit;hitstop;replay seek,assigned_design_reference,not_integrated,"Reference may share related pose; production requires dedicated temporal frames, all contact/entry/exit phases, pivots, mirror palette and facing verification",current_contract
fighter_universal,rook.taunt,Rook taunt,game/Main.Rendering.cs;src/StrikeLedger.Core/SimulationState.cs;docs/08_CONTENT_AND_PRESENTATION.md,fighters/rook/supplemental.png;fighters/rook/identity.png,Original compact self-directed gesture,P1/P2 palette;left/right facing;entry/hold/exit;hitstop;replay seek,assigned_design_reference,not_integrated,"Reference may share related pose; production requires dedicated temporal frames, all contact/entry/exit phases, pivots, mirror palette and facing verification",current_contract
