fighter,move_id,name,kind,command,family,strength,source_pose,availability,activation_credit_cost,lease_item,lease_price,replaces,startup,active,recovery,startup_interval,active_interval,recovery_interval,total_action_ticks,super_freeze,hit_intervals,projectile_spawn_tick,reference_art,reuse_policy,production_status,production_outstanding
vale,c_lp,C LP,normal,C+LP,c_lp,lp,c_lp,base,0,,,,3,2,7,"[0,3)","[3,5)","[5,12)",12,0,"h0:[3,5)/group0/mid",,fighters/vale/normals.png,"One canonical move, dedicated action silhouette; transitions may share compatible stance cels.",key_pose_reference_assigned_full_animation_pending,Draw startup/active/recovery and transitions; normalize pixel scale; transparent extraction; frame rectangles/pivots; timing manifest; mirror palette; in-game verification
vale,c_mp,C MP,normal,C+MP,c_mp,mp,c_mp,base,0,,,,5,3,12,"[0,5)","[5,8)","[8,20)",20,0,"h0:[5,8)/group0/mid",,fighters/vale/normals.png,"One canonical move, dedicated action silhouette; transitions may share compatible stance cels.",key_pose_reference_assigned_full_animation_pending,Draw startup/active/recovery and transitions; normalize pixel scale; transparent extraction; frame rectangles/pivots; timing manifest; mirror palette; in-game verification
vale,c_hp,C HP,normal,C+HP,c_hp,hp,c_hp,base,0,,,,8,4,19,"[0,8)","[8,12)","[12,31)",31,0,"h0:[8,12)/group0/mid",,fighters/vale/normals.png,"One canonical move, dedicated action silhouette; transitions may share compatible stance cels.",key_pose_reference_assigned_full_animation_pending,Draw startup/active/recovery and transitions; normalize pixel scale; transparent extraction; frame rectangles/pivots; timing manifest; mirror palette; in-game verification
vale,c_lk,C LK,normal,C+LK,c_lk,lk,c_lk,base,0,,,,3,2,7,"[0,3)","[3,5)","[5,12)",12,0,"h0:[3,5)/group0/low",,fighters/vale/normals.png,"One canonical move, dedicated action silhouette; transitions may share compatible stance cels.",key_pose_reference_assigned_full_animation_pending,Draw startup/active/recovery and transitions; normalize pixel scale; transparent extraction; frame rectangles/pivots; timing manifest; mirror palette; in-game verification
vale,c_mk,C MK,normal,C+MK,c_mk,mk,c_mk,base,0,,,,5,3,12,"[0,5)","[5,8)","[8,20)",20,0,"h0:[5,8)/group0/low",,fighters/vale/normals.png,"One canonical move, dedicated action silhouette; transitions may share compatible stance cels.",key_pose_reference_assigned_full_animation_pending,Draw startup/active/recovery and transitions; normalize pixel scale; transparent extraction; frame rectangles/pivots; timing manifest; mirror palette; in-game verification
vale,c_hk,C HK,normal,C+HK,c_hk,hk,c_hk,base,0,,,,8,4,19,"[0,8)","[8,12)","[12,31)",31,0,"h0:[8,12)/group0/low",,fighters/vale/normals.png,"One canonical move, dedicated action silhouette; transitions may share compatible stance cels.",key_pose_reference_assigned_full_animation_pending,Draw startup/active/recovery and transitions; normalize pixel scale; transparent extraction; frame rectangles/pivots; timing manifest; mirror palette; in-game verification
vale,j_lp,J LP,normal,J+LP,j_lp,lp,j_lp,base,0,,,,3,2,7,"[0,3)","[3,5)","[5,12)",12,0,"h0:[3,5)/group0/air",,fighters/vale/normals.png,"One canonical move, dedicated action silhouette; transitions may share compatible stance cels.",key_pose_reference_assigned_full_animation_pending,Draw startup/active/recovery and transitions; normalize pixel scale; transparent extraction; frame rectangles/pivots; timing manifest; mirror palette; in-game verification
vale,j_mp,J MP,normal,J+MP,j_mp,mp,j_mp,base,0,,,,5,3,12,"[0,5)","[5,8)","[8,20)",20,0,"h0:[5,8)/group0/air",,fighters/vale/normals.png,"One canonical move, dedicated action silhouette; transitions may share compatible stance cels.",key_pose_reference_assigned_full_animation_pending,Draw startup/active/recovery and transitions; normalize pixel scale; transparent extraction; frame rectangles/pivots; timing manifest; mirror palette; in-game verification
vale,j_hp,J HP,normal,J+HP,j_hp,hp,j_hp,base,0,,,,8,4,19,"[0,8)","[8,12)","[12,31)",31,0,"h0:[8,12)/group0/air",,fighters/vale/normals.png,"One canonical move, dedicated action silhouette; transitions may share compatible stance cels.",key_pose_reference_assigned_full_animation_pending,Draw startup/active/recovery and transitions; normalize pixel scale; transparent extraction; frame rectangles/pivots; timing manifest; mirror palette; in-game verification
vale,j_lk,J LK,normal,J+LK,j_lk,lk,j_lk,base,0,,,,3,2,7,"[0,3)","[3,5)","[5,12)",12,0,"h0:[3,5)/group0/air",,fighters/vale/normals.png,"One canonical move, dedicated action silhouette; transitions may share compatible stance cels.",key_pose_reference_assigned_full_animation_pending,Draw startup/active/recovery and transitions; normalize pixel scale; transparent extraction; frame rectangles/pivots; timing manifest; mirror palette; in-game verification
vale,j_mk,J MK,normal,J+MK,j_mk,mk,j_mk,base,0,,,,5,3,12,"[0,5)","[5,8)","[8,20)",20,0,"h0:[5,8)/group0/air",,fighters/vale/normals.png,"One canonical move, dedicated action silhouette; transitions may share compatible stance cels.",key_pose_reference_assigned_full_animation_pending,Draw startup/active/recovery and transitions; normalize pixel scale; transparent extraction; frame rectangles/pivots; timing manifest; mirror palette; in-game verification
vale,j_hk,J HK,normal,J+HK,j_hk,hk,j_hk,base,0,,,,8,4,19,"[0,8)","[8,12)","[12,31)",31,0,"h0:[8,12)/group0/air",,fighters/vale/normals.png,"One canonical move, dedicated action silhouette; transitions may share compatible stance cels.",key_pose_reference_assigned_full_animation_pending,Draw startup/active/recovery and transitions; normalize pixel scale; transparent extraction; frame rectangles/pivots; timing manifest; mirror palette; in-game verification
vale,close_mp,Close MP,normal,CLOSE+MP,close_mp,mp,close_mp,base,0,,,,4,3,10,"[0,4)","[4,7)","[7,17)",17,0,"h0:[4,7)/group0/mid",,fighters/vale/normals.png;fighters/vale/supplemental.png,"One canonical move, dedicated action silhouette; transitions may share compatible stance cels.",key_pose_reference_assigned_full_animation_pending,Draw startup/active/recovery and transitions; normalize pixel scale; transparent extraction; frame rectangles/pivots; timing manifest; mirror palette; in-game verification
vale,close_hp,Close HP,normal,CLOSE+HP,close_hp,hp,close_hp,base,0,,,,6,3,10,"[0,6)","[6,9)","[9,19)",19,0,"h0:[6,9)/group0/mid",,fighters/vale/normals.png;fighters/vale/supplemental.png,"One canonical move, dedicated action silhouette; transitions may share compatible stance cels.",key_pose_reference_assigned_full_animation_pending,Draw startup/active/recovery and transitions; normalize pixel scale; transparent extraction; frame rectangles/pivots; timing manifest; mirror palette; in-game verification
vale,command_fhp,Long heel,unique,6+HP,command_fhp,unique,command_fhp,base,0,,,,10,3,17,"[0,10)","[10,13)","[13,30)",30,0,"h0:[10,13)/group0/mid",,fighters/vale/normals.png,"One canonical move, dedicated action silhouette; transitions may share compatible stance cels.",key_pose_reference_assigned_full_animation_pending,Draw startup/active/recovery and transitions; normalize pixel scale; transparent extraction; frame rectangles/pivots; timing manifest; mirror palette; in-game verification
vale,leap_overhead,Leap strike,unique,MP+MK,leap_overhead,unique,leap_overhead,base,0,,,,17,3,19,"[0,17)","[17,20)","[20,39)",39,0,"h0:[17,20)/group0/overhead",,fighters/vale/normals.png,"One canonical move, dedicated action silhouette; transitions may share compatible stance cels.",key_pose_reference_assigned_full_animation_pending,Draw startup/active/recovery and transitions; normalize pixel scale; transparent extraction; frame rectangles/pivots; timing manifest; mirror palette; in-game verification
vale,throw_forward,Forward throw,throw,LP+LK,throw_forward,unique,throw_forward,base,0,,,,3,2,24,"[0,3)","[3,5)","[5,29)",29,0,,,fighters/vale/normals.png,"One canonical move, dedicated action silhouette; transitions may share compatible stance cels. Paired thrower/victim grabs, rotation and release must match canonical throw timeline; both fighter pairings and facings required.",key_pose_reference_assigned_full_animation_pending,Draw startup/active/recovery and transitions; normalize pixel scale; transparent extraction; frame rectangles/pivots; timing manifest; mirror palette; in-game verification
vale,throw_back,Back throw,throw,4+LP+LK,throw_back,unique,throw_back,base,0,,,,3,2,24,"[0,3)","[3,5)","[5,29)",29,0,,,fighters/vale/normals.png,"One canonical move, dedicated action silhouette; transitions may share compatible stance cels. Paired thrower/victim grabs, rotation and release must match canonical throw timeline; both fighter pairings and facings required.",key_pose_reference_assigned_full_animation_pending,Draw startup/active/recovery and transitions; normalize pixel scale; transparent extraction; frame rectangles/pivots; timing manifest; mirror palette; in-game verification
vale,pulse_l,Charge pulse L,special,charge_back+LP,pulse,l,pulse_l,base,0,,,,10,1,19,"[0,10)","[10,11)","[11,30)",30,0,,10,fighters/vale/techniques.png,"Family silhouette reference shared by L/M/H/EX; each variant needs its own cel-to-tick timeline, active pose/extension and follow-through. L compact, M expanded, H committed; EX has distinct twin-notch accent and authored multihit poses. Do not copy one complete clip for all variants. Caster recovery and projectile lifetime are separate; release at exact spawn_tick; no repeated spawn on loop.",key_pose_reference_assigned_full_animation_pending,Draw startup/active/recovery and transitions; normalize pixel scale; transparent extraction; frame rectangles/pivots; timing manifest; mirror palette; in-game verification
vale,pulse_m,Charge pulse M,special,charge_back+MP,pulse,m,pulse_m,base,0,,,,13,1,23,"[0,13)","[13,14)","[14,37)",37,0,,13,fighters/vale/techniques.png,"Family silhouette reference shared by L/M/H/EX; each variant needs its own cel-to-tick timeline, active pose/extension and follow-through. L compact, M expanded, H committed; EX has distinct twin-notch accent and authored multihit poses. Do not copy one complete clip for all variants. Caster recovery and projectile lifetime are separate; release at exact spawn_tick; no repeated spawn on loop.",key_pose_reference_assigned_full_animation_pending,Draw startup/active/recovery and transitions; normalize pixel scale; transparent extraction; frame rectangles/pivots; timing manifest; mirror palette; in-game verification
vale,pulse_h,Charge pulse H,special,charge_back+HP,pulse,h,pulse_h,base,0,,,,16,1,28,"[0,16)","[16,17)","[17,45)",45,0,,16,fighters/vale/techniques.png,"Family silhouette reference shared by L/M/H/EX; each variant needs its own cel-to-tick timeline, active pose/extension and follow-through. L compact, M expanded, H committed; EX has distinct twin-notch accent and authored multihit poses. Do not copy one complete clip for all variants. Caster recovery and projectile lifetime are separate; release at exact spawn_tick; no repeated spawn on loop.",key_pose_reference_assigned_full_animation_pending,Draw startup/active/recovery and transitions; normalize pixel scale; transparent extraction; frame rectangles/pivots; timing manifest; mirror palette; in-game verification
vale,pulse_ex,Charge pulse EX,ex_special,charge_back+PP,pulse,ex,pulse_ex,base,300,,,,8,1,24,"[0,8)","[8,9)","[9,33)",33,0,,8,fighters/vale/techniques.png,"Family silhouette reference shared by L/M/H/EX; each variant needs its own cel-to-tick timeline, active pose/extension and follow-through. L compact, M expanded, H committed; EX has distinct twin-notch accent and authored multihit poses. Do not copy one complete clip for all variants. Caster recovery and projectile lifetime are separate; release at exact spawn_tick; no repeated spawn on loop.",key_pose_reference_assigned_full_animation_pending,Draw startup/active/recovery and transitions; normalize pixel scale; transparent extraction; frame rectangles/pivots; timing manifest; mirror palette; in-game verification
vale,rise_l,Rising heel L,special,charge_down+LK,rise,l,rise_l,base,0,,,,4,5,19,"[0,4)","[4,9)","[9,28)",28,0,"h0:[4,9)/group0/mid",,fighters/vale/techniques.png,"Family silhouette reference shared by L/M/H/EX; each variant needs its own cel-to-tick timeline, active pose/extension and follow-through. L compact, M expanded, H committed; EX has distinct twin-notch accent and authored multihit poses. Do not copy one complete clip for all variants.",key_pose_reference_assigned_full_animation_pending,Draw startup/active/recovery and transitions; normalize pixel scale; transparent extraction; frame rectangles/pivots; timing manifest; mirror palette; in-game verification
vale,rise_m,Rising heel M,special,charge_down+MK,rise,m,rise_m,base,0,,,,6,5,23,"[0,6)","[6,11)","[11,34)",34,0,"h0:[6,11)/group0/mid",,fighters/vale/techniques.png,"Family silhouette reference shared by L/M/H/EX; each variant needs its own cel-to-tick timeline, active pose/extension and follow-through. L compact, M expanded, H committed; EX has distinct twin-notch accent and authored multihit poses. Do not copy one complete clip for all variants.",key_pose_reference_assigned_full_animation_pending,Draw startup/active/recovery and transitions; normalize pixel scale; transparent extraction; frame rectangles/pivots; timing manifest; mirror palette; in-game verification
vale,rise_h,Rising heel H,special,charge_down+HK,rise,h,rise_h,base,0,,,,8,5,28,"[0,8)","[8,13)","[13,41)",41,0,"h0:[8,13)/group0/mid",,fighters/vale/techniques.png,"Family silhouette reference shared by L/M/H/EX; each variant needs its own cel-to-tick timeline, active pose/extension and follow-through. L compact, M expanded, H committed; EX has distinct twin-notch accent and authored multihit poses. Do not copy one complete clip for all variants.",key_pose_reference_assigned_full_animation_pending,Draw startup/active/recovery and transitions; normalize pixel scale; transparent extraction; frame rectangles/pivots; timing manifest; mirror palette; in-game verification
vale,rise_ex,Rising heel EX,ex_special,charge_down+KK,rise,ex,rise_ex,base,300,,,,3,5,24,"[0,3)","[3,8)","[8,32)",32,0,"h0:[3,8)/group0/mid",,fighters/vale/techniques.png,"Family silhouette reference shared by L/M/H/EX; each variant needs its own cel-to-tick timeline, active pose/extension and follow-through. L compact, M expanded, H committed; EX has distinct twin-notch accent and authored multihit poses. Do not copy one complete clip for all variants.",key_pose_reference_assigned_full_animation_pending,Draw startup/active/recovery and transitions; normalize pixel scale; transparent extraction; frame rectangles/pivots; timing manifest; mirror palette; in-game verification
vale,palm_l,Turn palm L,special,qcb+LP,palm,l,palm_l,base,0,,,,10,5,19,"[0,10)","[10,15)","[15,34)",34,0,"h0:[10,15)/group0/mid",,fighters/vale/techniques.png,"Family silhouette reference shared by L/M/H/EX; each variant needs its own cel-to-tick timeline, active pose/extension and follow-through. L compact, M expanded, H committed; EX has distinct twin-notch accent and authored multihit poses. Do not copy one complete clip for all variants.",key_pose_reference_assigned_full_animation_pending,Draw startup/active/recovery and transitions; normalize pixel scale; transparent extraction; frame rectangles/pivots; timing manifest; mirror palette; in-game verification
vale,palm_m,Turn palm M,special,qcb+MP,palm,m,palm_m,base,0,,,,13,5,23,"[0,13)","[13,18)","[18,41)",41,0,"h0:[13,18)/group0/mid",,fighters/vale/techniques.png,"Family silhouette reference shared by L/M/H/EX; each variant needs its own cel-to-tick timeline, active pose/extension and follow-through. L compact, M expanded, H committed; EX has distinct twin-notch accent and authored multihit poses. Do not copy one complete clip for all variants.",key_pose_reference_assigned_full_animation_pending,Draw startup/active/recovery and transitions; normalize pixel scale; transparent extraction; frame rectangles/pivots; timing manifest; mirror palette; in-game verification
vale,palm_h,Turn palm H,special,qcb+HP,palm,h,palm_h,base,0,,,,16,5,28,"[0,16)","[16,21)","[21,49)",49,0,"h0:[16,21)/group0/mid",,fighters/vale/techniques.png,"Family silhouette reference shared by L/M/H/EX; each variant needs its own cel-to-tick timeline, active pose/extension and follow-through. L compact, M expanded, H committed; EX has distinct twin-notch accent and authored multihit poses. Do not copy one complete clip for all variants.",key_pose_reference_assigned_full_animation_pending,Draw startup/active/recovery and transitions; normalize pixel scale; transparent extraction; frame rectangles/pivots; timing manifest; mirror palette; in-game verification
vale,palm_ex,Turn palm EX,ex_special,qcb+PP,palm,ex,palm_ex,base,300,,,,8,5,24,"[0,8)","[8,13)","[13,37)",37,0,"h0:[8,13)/group0/mid",,fighters/vale/techniques.png,"Family silhouette reference shared by L/M/H/EX; each variant needs its own cel-to-tick timeline, active pose/extension and follow-through. L compact, M expanded, H committed; EX has distinct twin-notch accent and authored multihit poses. Do not copy one complete clip for all variants.",key_pose_reference_assigned_full_animation_pending,Draw startup/active/recovery and transitions; normalize pixel scale; transparent extraction; frame rectangles/pivots; timing manifest; mirror palette; in-game verification
vale,heel_l,Retreat heel L,special,qcf+LK,heel,l,heel_l,base,0,,,,10,5,19,"[0,10)","[10,15)","[15,34)",34,0,"h0:[10,15)/group0/mid",,fighters/vale/techniques.png,"Family silhouette reference shared by L/M/H/EX; each variant needs its own cel-to-tick timeline, active pose/extension and follow-through. L compact, M expanded, H committed; EX has distinct twin-notch accent and authored multihit poses. Do not copy one complete clip for all variants.",key_pose_reference_assigned_full_animation_pending,Draw startup/active/recovery and transitions; normalize pixel scale; transparent extraction; frame rectangles/pivots; timing manifest; mirror palette; in-game verification
vale,heel_m,Retreat heel M,special,qcf+MK,heel,m,heel_m,base,0,,,,13,5,23,"[0,13)","[13,18)","[18,41)",41,0,"h0:[13,18)/group0/mid",,fighters/vale/techniques.png,"Family silhouette reference shared by L/M/H/EX; each variant needs its own cel-to-tick timeline, active pose/extension and follow-through. L compact, M expanded, H committed; EX has distinct twin-notch accent and authored multihit poses. Do not copy one complete clip for all variants.",key_pose_reference_assigned_full_animation_pending,Draw startup/active/recovery and transitions; normalize pixel scale; transparent extraction; frame rectangles/pivots; timing manifest; mirror palette; in-game verification
vale,heel_h,Retreat heel H,special,qcf+HK,heel,h,heel_h,base,0,,,,16,5,28,"[0,16)","[16,21)","[21,49)",49,0,"h0:[16,21)/group0/mid",,fighters/vale/techniques.png,"Family silhouette reference shared by L/M/H/EX; each variant needs its own cel-to-tick timeline, active pose/extension and follow-through. L compact, M expanded, H committed; EX has distinct twin-notch accent and authored multihit poses. Do not copy one complete clip for all variants.",key_pose_reference_assigned_full_animation_pending,Draw startup/active/recovery and transitions; normalize pixel scale; transparent extraction; frame rectangles/pivots; timing manifest; mirror palette; in-game verification
vale,heel_ex,Retreat heel EX,ex_special,qcf+KK,heel,ex,heel_ex,base,300,,,,8,5,24,"[0,8)","[8,13)","[13,37)",37,0,"h0:[8,13)/group0/mid",,fighters/vale/techniques.png,"Family silhouette reference shared by L/M/H/EX; each variant needs its own cel-to-tick timeline, active pose/extension and follow-through. L compact, M expanded, H committed; EX has distinct twin-notch accent and authored multihit poses. Do not copy one complete clip for all variants.",key_pose_reference_assigned_full_animation_pending,Draw startup/active/recovery and transitions; normalize pixel scale; transparent extraction; frame rectangles/pivots; timing manifest; mirror palette; in-game verification
vale,super_1,Rising Current,super,double_qcf+P,super_1,unique,super_1,base,900,,,,5,20,35,"[0,5)","[5,25)","[25,60)",60,20,"h0:[5,7)/group0/mid;h1:[9,11)/group1/mid;h2:[13,15)/group2/mid;h3:[17,19)/group3/mid;h4:[21,23)/group4/mid",,fighters/vale/techniques.png,"One canonical move, dedicated action silhouette; transitions may share compatible stance cels. Distinct named-super extreme; hold on simulation superfreeze; every authored hit group gets readable contact.",key_pose_reference_assigned_full_animation_pending,Draw startup/active/recovery and transitions; normalize pixel scale; transparent extraction; frame rectangles/pivots; timing manifest; mirror palette; in-game verification
vale,super_2,Crosswind,super,double_qcf+P,super_2,unique,super_2,base,1200,,,,6,8,35,"[0,6)","[6,14)","[14,49)",49,20,,6,fighters/vale/techniques.png,"One canonical move, dedicated action silhouette; transitions may share compatible stance cels. Caster recovery and projectile lifetime are separate; release at exact spawn_tick; no repeated spawn on loop. Distinct named-super extreme; hold on simulation superfreeze; every authored hit group gets readable contact.",key_pose_reference_assigned_full_animation_pending,Draw startup/active/recovery and transitions; normalize pixel scale; transparent extraction; frame rectangles/pivots; timing manifest; mirror palette; in-game verification
vale,super_3,Tidal Step,super,double_qcf+P,super_3,unique,super_3,base,1500,,,,7,12,35,"[0,7)","[7,19)","[19,54)",54,20,"h0:[7,9)/group0/mid;h1:[11,13)/group1/mid;h2:[15,17)/group2/mid",,fighters/vale/techniques.png,"One canonical move, dedicated action silhouette; transitions may share compatible stance cels. Distinct named-super extreme; hold on simulation superfreeze; every authored hit group gets readable contact.",key_pose_reference_assigned_full_animation_pending,Draw startup/active/recovery and transitions; normalize pixel scale; transparent extraction; frame rectangles/pivots; timing manifest; mirror palette; in-game verification
vale,shop_return_pulse,Returning pulse,special,qcf+P,shop_return_pulse,unique,shop_return_pulse,vale_return_pulse,0,vale_return_pulse,900,,22,3,23,"[0,22)","[22,25)","[25,48)",48,0,,22,fighters/vale/techniques.png,"One canonical move, dedicated action silhouette; transitions may share compatible stance cels. Caster recovery and projectile lifetime are separate; release at exact spawn_tick; no repeated spawn on loop. Lease pose must remain distinct from base command; gambits are committed feints without false invulnerability or hit effects.",key_pose_reference_assigned_full_animation_pending,Draw startup/active/recovery and transitions; normalize pixel scale; transparent extraction; frame rectangles/pivots; timing manifest; mirror palette; in-game verification
vale,shop_low_palm,Low palm,special,qcf+P,shop_low_palm,unique,shop_low_palm,vale_low_palm,0,vale_low_palm,900,,14,3,24,"[0,14)","[14,17)","[17,41)",41,0,"h0:[14,17)/group0/low",,fighters/vale/techniques.png,"One canonical move, dedicated action silhouette; transitions may share compatible stance cels. Lease pose must remain distinct from base command; gambits are committed feints without false invulnerability or hit effects.",key_pose_reference_assigned_full_animation_pending,Draw startup/active/recovery and transitions; normalize pixel scale; transparent extraction; frame rectangles/pivots; timing manifest; mirror palette; in-game verification
vale,shop_heel_arc,Heel arc,unique,6+HP,shop_heel_arc,unique,shop_heel_arc,vale_heel_arc,0,vale_heel_arc,600,command_fhp,18,3,19,"[0,18)","[18,21)","[21,40)",40,0,"h0:[18,21)/group0/overhead",,fighters/vale/techniques.png,"One canonical move, dedicated action silhouette; transitions may share compatible stance cels. Lease pose must remain distinct from base command; gambits are committed feints without false invulnerability or hit effects.",key_pose_reference_assigned_full_animation_pending,Draw startup/active/recovery and transitions; normalize pixel scale; transparent extraction; frame rectangles/pivots; timing manifest; mirror palette; in-game verification
vale,shop_long_check,Long check,unique,6+HP,shop_long_check,unique,shop_long_check,vale_long_check,0,vale_long_check,600,command_fhp,14,3,19,"[0,14)","[14,17)","[17,36)",36,0,"h0:[14,17)/group0/mid",,fighters/vale/techniques.png,"One canonical move, dedicated action silhouette; transitions may share compatible stance cels. Lease pose must remain distinct from base command; gambits are committed feints without false invulnerability or hit effects.",key_pose_reference_assigned_full_animation_pending,Draw startup/active/recovery and transitions; normalize pixel scale; transparent extraction; frame rectangles/pivots; timing manifest; mirror palette; in-game verification
vale,shop_step_feint,Step feint,gambit,4+HP+HK,shop_step_feint,unique,shop_step_feint,vale_step_feint,0,vale_step_feint,300,,0,1,15,"[0,0)","[0,1)","[1,16)",16,0,,,fighters/vale/techniques.png,"One canonical move, dedicated action silhouette; transitions may share compatible stance cels. Lease pose must remain distinct from base command; gambits are committed feints without false invulnerability or hit effects.",key_pose_reference_assigned_full_animation_pending,Draw startup/active/recovery and transitions; normalize pixel scale; transparent extraction; frame rectangles/pivots; timing manifest; mirror palette; in-game verification
vale,shop_sway_feint,Sway feint,gambit,4+HP+HK,shop_sway_feint,unique,shop_sway_feint,vale_sway_feint,0,vale_sway_feint,300,,0,1,15,"[0,0)","[0,1)","[1,16)",16,0,,,fighters/vale/techniques.png,"One canonical move, dedicated action silhouette; transitions may share compatible stance cels. Lease pose must remain distinct from base command; gambits are committed feints without false invulnerability or hit effects.",key_pose_reference_assigned_full_animation_pending,Draw startup/active/recovery and transitions; normalize pixel scale; transparent extraction; frame rectangles/pivots; timing manifest; mirror palette; in-game verification
